City,Property Type,Bedrooms,Bathrooms,Square Footage,Address,Zip code,Price
Gloucester,house,4,2,,"1676 SAXONY CRESCENT  - Gloucester , ON",K1B 3R9,$2860
Ottawa,condo,2,5,,"200 RIDEAU STREET UNIT#2306  - Ottawa , ON",K1N 5X8,$3500
Ottawa,apartment,4,1,,"2146 Lambeth Walk  - Ottawa , ON",K2C 1H6,$2800
Ottawa,condo,2,2,,"19 MELROSE AVENUE UNIT#202  - Ottawa , ON",K1Y 2Y4,$4190
Ottawa,condo,1,2,,"280 CRICHTON STREET UNIT#209  - Ottawa , ON",K1M 2H6,$2000
Ottawa,apartment,2,2.5,,"58 FLORENCE STREET UNIT#8  - Ottawa , ON",K2P 2B1,$2395
Ottawa,condo,0,1,,"203 CATHERINE STREET UNIT#707  - Ottawa , ON",K2P 2G8,$1700
Ottawa,condo,2,4,,"401 GOLDEN AVENUE UNIT#505  - Ottawa , ON",K2A 4C9,$2750
Ottawa,house,5,1,,"358 SOMERSET STREET E  - Ottawa , ON",K1N 6W4,$8000
Ottawa,apartment,2,1,,"58 FLORENCE STREET UNIT#4  - Ottawa , ON",K2P 2B1,$2800
Ottawa,condo,2,1,,"179 GEORGE STREET UNIT#205  - Ottawa , ON",K1N 1J8,$2400
Ottawa,condo,2,2,,"323 Winona  - Ottawa , ON",K1Z 5H6,$2250
Ottawa,town-house,4,3,,"4586 Carrington Place  - Ottawa , ON",K1B 1B1,$2450
Ottawa,apartment,1,1,,"58 FLORENCE STREET UNIT#1  - Ottawa , ON",K2P 2B1,$2295
Ottawa,house,3,4,,"32 LEONARD AVENUE  - Ottawa , ON",K1S 5R4,$4000
Ottawa,house,4,1,,"354 JEAN TALON STREET  - Ottawa , ON",K1L 6N5,$2399
Ottawa,apartment,1,1,,"466 O'CONNOR STREET UNIT#1B  - Ottawa , ON",K1S 3N6,$1500
Ottawa,apartment,1,1,,"58 FLORENCE STREET UNIT#9  - Ottawa , ON",K2P 2B1,$1995
Ottawa,town-house,3,1,,"27 PRESTON STREET  - Ottawa , ON",K1R 6N2,$2995
Ottawa,apartment,3,1,,"681 EDISON AVENUE UNIT#H  - Ottawa , ON",K1Z 5G5,$2975
Ottawa,apartment,1,1,,"58 FLORENCE STREET UNIT#7  - Ottawa , ON",K2P 2B1,$2295
Ottawa,house,5,3,,"485 HARTLEIGH AVENUE  - Ottawa , ON",K2B 7H1,$5950
Ottawa,apartment,1,2,,"280 CRICHTON STREET UNIT#206  - Ottawa , ON",K1M 2H6,$2600
Ottawa,house,3,2,,"229 AUGUSTA STREET  - Ottawa , ON",K1N 6K5,$3500
Ottawa,house,3,4,,"56 STIRLING AVENUE  - Ottawa , ON",K1Y 1P8,$3000
Ottawa,condo,1,3,,"195 BESSERER STREET UNIT#506  - Ottawa , ON",K1N 7M7,$1900
Ottawa,condo,1,1,,"224 LYON STREET N UNIT#1603  - Ottawa , ON",K1R 7X6,$2100
Ottawa,apartment,2,3,,"100 KING EDWARD AVENUE UNIT#6  - Ottawa , ON",K1N 5J3,$1995
Gloucester,house,4,3.5,,"17 ROTHWELL DRIVE  - Gloucester , ON",K1J 7C2,$3200
Ottawa,apartment,2,3,,"4B HURON AVENUE N UNIT#2  - Ottawa , ON",K1Y 3A4,$2950
Ottawa,house,4,4,,"1120 FIELD STREET  - Ottawa , ON",K2C 2R5,$2800
Ottawa,house,5,2,,"118 FINN COURT  - Ottawa , ON",K1V 6A6,$3999
Gloucester,house,4,1,,"2876 TRESA COURT  - Gloucester , ON",K1T 4A8,$2750
Ottawa,condo,1,5,,"255 Bay Street  - Ottawa , ON",K1R 0C5,$2300
Ottawa,apartment,3,1,,"4 HURON AVENUE N UNIT#A  - Ottawa , ON",K1Y 3A4,$4195
Ottawa,house,4,4,,"302 Byron Avenue  - Ottawa , ON",K1Z 6B9,$4500
Ottawa,town-house,3,3,,"52 OASIS PRIVATE  - Ottawa , ON",K1K 2N0,$2495
Ottawa,house,4,3,,"440 ROOSEVELT AVENUE UNIT#A  - Ottawa , ON",K2A 2A8,$5500
Gloucester,town-house,3,1,,"1525 ROSEBELLA AVENUE UNIT#B  - Gloucester , ON",K1T 1N6,$2595
Gloucester,condo,2,1,,"702 KIZIS PRIVATE  - Gloucester , ON",Postal code not found,$2000
Ottawa,house,4,1,,"285 KIRCHOFFER AVENUE  - Ottawa , ON",K2A 1Y5,$4750
Ottawa,apartment,3,2,,"679 ROOSEVELT AVENUE UNIT#3  - Ottawa , ON",K2A 2A8,$2150
Nepean,house,5,2,,"33 WALLFORD WAY  - Nepean , ON",K2E 5Z7,$2600
Gloucester,town-house,3,1,,"515 PIMIWIDON STREET  - Gloucester , ON",Postal code not found,$3100
Ottawa,house,3,1,,"815 NORTON AVENUE  - Ottawa , ON",K2B 7H6,$3300
Ottawa,apartment,1,2,,"815 NORTON AVENUE UNIT#B  - Ottawa , ON",K2B 7H6,$1600
Ottawa,apartment,2,2,,"295 ST ANDREW STREET UNIT#2  - Ottawa , ON",K1N 9E8,$2250
Ottawa,apartment,1,3,,"817 NORTON AVENUE UNIT#B  - Ottawa , ON",K2B 7H6,$1600
Ottawa,house,2,2,,"229 POWELL AVENUE UNIT#1  - Ottawa , ON",K1S 1Z3,$2600
Ottawa,house,3,1,,"1296 RANDALL AVENUE  - Ottawa , ON",K1H 8A7,$3300
Ottawa,apartment,1,2,,"430 Parkdale Avenue  - Ottawa , ON",K1Y 1H3,$1895
Ottawa,apartment,1,1,,"4 CHAMPLAIN AVENUE UNIT#1  - Ottawa , ON",K1M 1E9,$1535
Ottawa,condo,2,1,,"255 ARGYLE AVENUE UNIT#PH1  - Ottawa , ON",K2P 1Z4,$4000
Ottawa,condo,2,3,,"195 BESSERER STREET UNIT#1902  - Ottawa , ON",K1N 7M7,$2700
Ottawa,town-house,3,2,,"296 BESSERER STREET  - Ottawa , ON",K1N 1J3,$3250
Ottawa,apartment,2,1,,"4 CHAMPLAIN AVENUE UNIT#4  - Ottawa , ON",K1M 1E9,$2400
Ottawa,condo,1,2,,"1433 WELLINGTON AVENUE UNIT#309  - Ottawa , ON",Postal code not found,$2100
Ottawa,condo,1,2,,"110 RIDEAU TERRACE TERRACE UNIT#2  - Ottawa , ON",K1M 1B2,$2350
Ottawa,apartment,1,4,,"4 CHAMPLAIN AVENUE UNIT#2  - Ottawa , ON",K1M 1E9,$1950
Ottawa,house,3,5,,"284 CHURCHILL AVENUE N  - Ottawa , ON",K1Z 1A6,$3000
Gloucester,house,4,4,,"12 DAVIDSON DRIVE  - Gloucester , ON",K1J 6N5,$4200
Ottawa,house,5,5,,"18 WOODLAWN AVENUE  - Ottawa , ON",K1S 5A7,$3300
Ottawa,apartment,3,2,,"375 MACKAY STREET UNIT#2  - Ottawa , ON",K1M 1M2,$2300
Ottawa,apartment,3,4,,"308 PRESLAND ROAD UNIT#A  - Ottawa , ON",K1J 9L9,$2300
Ottawa,house,3,2,,"184 DUFFERIN ROAD  - Ottawa , ON",K1M 2H3,$3550
Ottawa,house,3,3,,"370B ROOSEVELT AVENUE  - Ottawa , ON",K2A 2A8,$5000
Nepean,house,4,2,,"246 MADHU CRESCENT  - Nepean , ON",Postal code not found,$5300
Nepean,town-house,3,4,,"144 MONTAUK PRIVATE  - Nepean , ON",Postal code not found,$3500
Ottawa,house,5,3,,"281 KIRCHOFFER AVENUE  - Ottawa , ON",K2A 1Y5,$6000
Ottawa,house,3,2,,"182 HICKORY STREET  - Ottawa , ON",K1V 1R6,$3500
Ottawa,house,4,2,,"208 COWLEY AVENUE  - Ottawa , ON",K1Y 0E8,$5950
Ottawa,condo,2,1,,"200 RIDEAU STREET UNIT#1901  - Ottawa , ON",K1N 5X8,$2650
Ottawa,house,4,2,,"3700 REVELSTOKE DRIVE  - Ottawa , ON",K1V 8N8,$4500
Ottawa,apartment,3,2,,"400 STEWART STREET UNIT#1701  - Ottawa , ON",K1N 6K5,$4000
Nepean,house,7,3,,"1648 ORTONA AVENUE  - Nepean , ON",Postal code not found,$3950
Ottawa,house,3,2,,"15 CRICHTON STREET  - Ottawa , ON",K1M 1V4,$3500
Ottawa,condo,2,2,,"805 CARLING AVENUE UNIT#2704  - Ottawa , ON",K2K 2A1,$3200
Ottawa,house,3,4,,"648 WESTVIEW AVENUE  - Ottawa , ON",K1Z 7H3,$2500
Ottawa,apartment,1,0.5,,"989 WELLINGTON STREET UNIT#B  - Ottawa , ON",K1R 0A7,$1550
Ottawa,apartment,2,3,,"683 MELBOURNE AVENUE UNIT#2  - Ottawa , ON",K2A 1C4,$2600
Ottawa,condo,2,4,,"111 CHAMPAGNE AVENUE S UNIT#309  - Ottawa , ON",K1S 4P1,$3000
Ottawa,house,4,1,,"323 BOOTH STREET  - Ottawa , ON",K1R 7K7,$5250
Ottawa,condo,2,2,,"1227 WELLINGTON AVENUE UNIT#303  - Ottawa , ON",Postal code not found,$3500
Ottawa,house,3,3.5,,"302 ST ANDREW STREET  - Ottawa , ON",K1N 9E8,$2495
Ottawa,house,4,1,,"2432 WYNDALE CRESCENT  - Ottawa , ON",K1H 6P4,$3350
Ottawa,private-room,1,2,,"999 Bronson Avenue  - Ottawa , ON",K1S 2R2,$800
Ottawa,town-house,3,4,,"145 Dalhousie Street  - Ottawa , ON",K1N 7C9,$2950
Ottawa,house,5,2,,"707 Parkdale  - Ottawa , ON",K1Y 1J2,$4950
Nepean,condo,3,3,,"900 DYNES ROAD UNIT#2001  - Nepean , ON",Postal code not found,$2600
Ottawa,condo,2,3,,"805 CARLING AVENUE UNIT#2404  - Ottawa , ON",K2K 2A1,$3500
Gloucester,town-house,3,1,,"130 Matador Private  - Gloucester , ON",Postal code not found,$2650
Ottawa,condo,2,4,,"224 LYON STREET N UNIT#716  - Ottawa , ON",K1R 7X6,$2495
Ottawa,condo,2,2,,"179 METCALFE STREET UNIT#401  - Ottawa , ON",K2P 1N3,$2595
Nepean,town-house,3,1,,"117 MONTAUK PRIVATE  - Nepean , ON",Postal code not found,$3500
Ottawa,apartment,2,1,,"280 CRICHTON STREET UNIT#402  - Ottawa , ON",K1M 2H6,$3960
Ottawa,house,5,2,,"176 ACACIA AVENUE  - Ottawa , ON",K1M 0T3,$4950
Ottawa,house,3,2,,"48 ELLA STREET  - Ottawa , ON",K1S 2N7,$3750
Nepean,condo,3,5,,"900 DYNES ROAD UNIT#801  - Nepean , ON",Postal code not found,$2500
Gloucester,house,4,2,,"323 LYSANDER PLACE  - Gloucester , ON",Postal code not found,$3200
Ottawa,condo,4,2,,"19 PENTRY LANE  - Ottawa , ON",K1S 0X1,$3500
Nepean,house,3,2.5,,"17 OAKWOOD AVENUE  - Nepean , ON",K2E 6G7,$2650
Ottawa,condo,1,2,,"324 LAURIER AVENUE UNIT#1512  - Ottawa , ON",K1P 0A4,$2200
Ottawa,apartment,2,5,,"1425 VANIER PARKWAY UNIT#336  - Ottawa , ON",K1K 1V2,$3675
Ottawa,condo,2,3,,"101 QUEEN STREET UNIT#610  - Ottawa , ON",K1P 1A4,$5600
Ottawa,house,5,3,,"812 CROSSGATES STREET  - Ottawa , ON",Postal code not found,$3500
Ottawa,apartment,2,4,,"1425 VANIER PARKWAY UNIT#217  - Ottawa , ON",K1K 1V2,$3599
Ottawa,house,5,1,,"253 CARILLON STREET  - Ottawa , ON",K1L 6C4,$2500
Gloucester,house,3,2,,"3780 Autumnwood Street  - Gloucester , ON",K1T 2R2,$2600
Gloucester,condo,3,2,,"104 STRATHAVEN PRIVATE  - Gloucester , ON",K1J 7P6,$2250
Gloucester,house,4,1,,"1601 KINGSDALE AVENUE  - Gloucester , ON",K1T 1N6,$4500
Ottawa,house,3,5,,"58 YOUNG STREET UNIT#A  - Ottawa , ON",K1Y 3P7,$3900
Ottawa,town-house,3,2,,"115 Kimberwick Crescent  - Ottawa , ON",K1V 1G8,$2600
Ottawa,town-house,3,4,,"191 KIPP STREET  - Ottawa , ON",K1L 7R6,$3400
Ottawa,apartment,0.5-2,1,,"700 Somerset Street West  - Ottawa , ON",K1R 6P4,$1480 - $2395
Ottawa,condo,2,2,,"1422 WELLINGTON STREET UNIT#304  - Ottawa , ON",K1A 0A3,$2950
Ottawa,condo,2,2,,"234 RIDEAU STREET UNIT#1807  - Ottawa , ON",K1N 0A9,$2550
Ottawa,apartment,1,1,,"203 CATHERINE STREET UNIT#1904  - Ottawa , ON",K2P 2G8,$2100
Ottawa,house,4,1,,"7 CHANCELLOR COURT  - Ottawa , ON",K1V 2E8,$7250
Ottawa,town-house,2,3,,"104 LITTLE LONDON PRIVATE  - Ottawa , ON",K1N 5V3,$2950
Nepean,town-house,3,1,,"113 MONTAUK PRIVATE  - Nepean , ON",Postal code not found,$6000
Ottawa,condo,2,2.5,,"266 LORRY GREENBERG DRIVE UNIT#101  - Ottawa , ON",K1T 3J6,$1900
Ottawa,house,2,1,,"56 QUEEN VICTORIA STREET  - Ottawa , ON",K1M 2J7,$2800
Ottawa,house,2,1,,"583 EDISON AVENUE  - Ottawa , ON",K1Z 5G5,$2500
Ottawa,condo,1,5,,"256 RIDEAU STREET UNIT#2103  - Ottawa , ON",K1N 0A9,$2250
Ottawa,duplex,3,4,,"176 Dagmar Avenue  - Ottawa , ON",K1L 7R6,$2900
Ottawa,town-house,2,1.5,,"207 WEST VILLAGE PRIVATE  - Ottawa , ON",K1Z 6G6,$3100
Ottawa,private-room,1,3,,"3325 Uplands Drive  - Ottawa , ON",K1V 9V8,$649
Ottawa,apartment,3,1,,"200 Clearview Avenue  - Ottawa , ON",K1Z 1G4,$2695
Ottawa,private-room,1,0.5,,"770 Brookfield Road  - Ottawa , ON",K1V 8N5,$1350
Ottawa,apartment,1,1.5,,"31 Russell Avenue  - Ottawa , ON",K1N 6V7,$2200
Ottawa,house,3,1,,"167 DRUMMOND STREET  - Ottawa , ON",K1S 5P4,$2450
Gloucester,house,5,2.5,,"10 MASSEY LANE  - Gloucester , ON",K1J 6H2,$10000
Nepean,house,4,3,,"215 MADHU CRESCENT  - Nepean , ON",Postal code not found,$4695
Ottawa,house,3,1.5,,"3802 Crowsnest Avenue  - Ottawa , ON",K1V 0P5,$3000
Gloucester,town-house,0,1,,"1714 Jobin Crescent  - Gloucester , ON",K1J 1C5,$2795
Nepean,house,4,3,,"1452 NORMANDY CRESCENT UNIT#A  - Nepean , ON",K2E 6N6,$4000
Ottawa,apartment,1,2,,"146 BAYSWATER AVENUE UNIT#3  - Ottawa , ON",K1Y 0H3,$2150
Ottawa,condo,1.5,3.5,,"360 McLeod Street  - Ottawa , ON",K2P 1A4,$2600
Ottawa,private-room,5,2,,"2071 Prince Charles Road  - Ottawa , ON",K2A 3L3,$700
Ottawa,condo,1.5,2,,"224 Lyon Street North  - Ottawa , ON",K1R 7X6,$2200
Ottawa,house,5,1.5,,"2 Arundel Avenue  - Ottawa , ON",K1G 3H8,$5000
Ottawa,house,0,2,,"370 Athlone Avenue  - Ottawa , ON",K1Z 5M3,$2295
Ottawa,house,3,1,,"99 Granville Street  - Ottawa , ON",K1L 5C6,$2850
Ottawa,private-room,1,2,,"114 Sherbrooke Avenue  - Ottawa , ON",K1Y 3H7,$1150
Ottawa,condo,1,1,,"200 Rideau Street  - Ottawa , ON",K1N 5X8,$2190
Ottawa,apartment,3,2,,"12 Somerset Street West  - Ottawa , ON",K2P 0B9,$3750
Gloucester,town-house,3,1,,"1339 Belgate Way  - Gloucester , ON",K1J 7S3,$2200
Gloucester,house,3,1,,"144 Carwood Circle  - Gloucester , ON",Postal code not found,$2800
Ottawa,house,3,2.5,,"549 Donald Street  - Ottawa , ON",K1K 3B3,$2500
Ottawa,condo,2,1,,"555 Brittany Drive  - Ottawa , ON",K1K 4S5,$2050
Gloucester,house,4,1.5,,"2332 Ogilvie Road  - Gloucester , ON",K1J 8M0,$2800
Gloucester,apartment,2.5,1,,"200 Frontier Path Private  - Gloucester , ON",K1J 1G1,$2980
Ottawa,private-room,2,1,,"445 Laurier Avenue West  - Ottawa , ON",K1R 7Y7,$1400
Ottawa,apartment,0.5-2,2,,"29 Robinson Avenue  - Ottawa , ON",K1N 8M9,$1600 - $2410
Ottawa,condo,1,1,,"255 Bay Street  - Ottawa , ON",K1R 0C5,$1950
Ottawa,house,3,3,,"2272 Lawn Avenue  - Ottawa , ON",K2B 7C2,$2850
Ottawa,condo,1,1,,"199 Kent Street  - Ottawa , ON",K2P 2A4,$1850
Ottawa,condo,1,3,,"195 Besserer Street  - Ottawa , ON",K1N 7M7,$2250
Ottawa,town-house,3,2,,"3448 Southgate Road  - Ottawa , ON",K1V 1A6,$2550
Ottawa,house,3,1,,"1295 Notting Hill Avenue  - Ottawa , ON",K1V 6T3,$2375
Nepean,house,3,1.5,,"140 Fieldrow Street  - Nepean , ON",K2G 2Y7,$2500
Ottawa,apartment,2,2,,"601 Somerset Street West  - Ottawa , ON",K1R 6A2,$2250
Ottawa,apartment,1,2.5,,"6 Oblats Avenue  - Ottawa , ON",K1S 5P4,$1990
Ottawa,house,4,4,,"1235 Saint Paul Avenue  - Ottawa , ON",Postal code not found,$3500
Ottawa,apartment,2,2,,"916 Rex Avenue  - Ottawa , ON",K2A 2M3,$2200
Gloucester,house,2,3,,"255 Squadron Crescent  - Gloucester , ON",Postal code not found,$2150
Ottawa,house,3,1,,"489 Pleasant Park Road  - Ottawa , ON",K1H 5M9,$2790
Ottawa,town-house,3,3,,"46 Ella Street  - Ottawa , ON",K1S 2N7,$3950
Gloucester,condo,2.5,2,,"101 Gatestone Private  - Gloucester , ON",K1J 1G4,$2590
Ottawa,apartment,1,1,,"6 Oblats Avenue  - Ottawa , ON",K1S 5P4,$2165
Gloucester,town-house,2,1,,"840 Mikinak Road  - Gloucester , ON",Postal code not found,$2025
Ottawa,apartment,2,0.5,,"121 Parkdale Avenue  - Ottawa , ON",K1Y 4S9,$2795
Gloucester,house,4,1,,"178 Avro Circle  - Gloucester , ON",Postal code not found,$3950
Gloucester,house,5,1,,"322 Wisteria Crescent  - Gloucester , ON",K1V 2L9,$3250
Ottawa,apartment,2,1,,"121 Parkdale Avenue  - Ottawa , ON",K1Y 4S9,$2795
Ottawa,house,4,0.5,,"434 Hilson Avenue  - Ottawa , ON",K1Z 6B9,$3850
Ottawa,apartment,1,2.5,,"270 Breezehill Avenue South  - Ottawa , ON",K1Y 3S8,$2025
Ottawa,house,3,1.5,,"46 Ella Street  - Ottawa , ON",K1S 2N7,$3950
Ottawa,apartment,1-2,2.5,,"10 Oblats Avenue  - Ottawa , ON",K1S 5P4,$1875 - $2595
Ottawa,apartment,1,2,,"175 Main Street  - Ottawa , ON",K1S 1C6,$1905 - $2130
Ottawa,condo,2,2,,"Lorry Greenberg Drive  - Ottawa , ON",K1T 3J6,$1850
Ottawa,house,3,1.5,,"212 Plymouth Street  - Ottawa , ON",K1R 6Z5,$2400
Gloucester,town-house,0,1,,"840 Mikinak Road  - Gloucester , ON",Postal code not found,$2100
Ottawa,town-house,2,2,,"252 Saint Andrew Street  - Ottawa , ON",Postal code not found,$1750
Ottawa,studio,0,2,,"185 Lyon Street North  - Ottawa , ON",K1R 7X6,$1669
Ottawa,multi-unit,1,1,,"155 Stewart Street  - Ottawa , ON",K1N 7N1,$1450
Ottawa,house,3,2,,"212 Plymouth Street  - Ottawa , ON",K1R 6Z5,$2400
Ottawa,house,3,1,,"434 Hilson Avenue  - Ottawa , ON",K1Z 6B9,$3850
Ottawa,house,4,1,,"135 Young Street  - Ottawa , ON",K1Y 3P7,$2200
Ottawa,house,5,1,,"1 Cornwall Street  - Ottawa , ON",K1N 6P1,$5000
Ottawa,condo,2,1,,"682 Churchill Avenue North  - Ottawa , ON",K1Z 5G7,$2300
Ottawa,condo,2,1,,"555 Brittany Drive  - Ottawa , ON",K1K 4S5,$2200
Ottawa,condo,2.5,1,,"338 London Terrace  - Ottawa , ON",K1K 2Z6,$2100
Ottawa,condo,1,1,,"McLeod Street  - Ottawa , ON",K2P 1N3,$1900
Ottawa,condo,2,1,,"234 Rideau Street  - Ottawa , ON",K1N 0A9,$2500
Ottawa,condo,1,1,,"158 McArthur Avenue  - Ottawa , ON",K1L 6P8,$1950
Ottawa,condo,1,0.5,,"485 Richmond Road  - Ottawa , ON",K2A 0G2,$1980
Ottawa,condo,2,1,,"100 Roger Guindon Avenue  - Ottawa , ON",K1G 1N7,$2500
Ottawa,condo,1,1,,"135 Barrette Street  - Ottawa , ON",K1L 8A1,$3150
Ottawa,condo,1,1,,"118 Holmwood Avenue  - Ottawa , ON",K1S 2R2,$2200
Ottawa,condo,1,1,,"420 Berkley Avenue  - Ottawa , ON",K2A 4H5,$2250
Ottawa,condo,1,2,,"101 Richmond Road  - Ottawa , ON",K1Z 6V7,$2160
Ottawa,condo,1,1,,"121 Parkdale Avenue  - Ottawa , ON",K1Y 4S9,$2700
Ottawa,condo,1,1,,"646 Cummings Avenue  - Ottawa , ON",K1K 0T3,$1500
Ottawa,basement,2,1,,"82 Grove Avenue  - Ottawa , ON",K1S 2Y7,$1750
Ottawa,apartment,0.5,1,,"638 Center Street  - Ottawa , ON",K1K 4S5,$1750
Ottawa,apartment,2,1,,"1337 Kingston Avenue  - Ottawa , ON",K1Z 8E6,$1750
Ottawa,apartment,0.5,3,,"121 Parkdale Avenue  - Ottawa , ON",K1Y 4S9,$1650
Nepean,apartment,1,1,,"20 Deerfield Drive  - Nepean , ON",K2G 3N5,$1565
Ottawa,apartment,1,2,,"485 King Edward Avenue  - Ottawa , ON",K1N 7N1,$1675
Ottawa,apartment,1,1,,"116 Cartier Street  - Ottawa , ON",K2P 0H3,$3200
Ottawa,apartment,1,,,"250 Lett Street  - Ottawa , ON",K1R 0A7,$1900
Ottawa,apartment,1,,,"290 Powell Avenue  - Ottawa , ON",K1R 7L2,$2500
Ottawa,apartment,3,,,"273 Shakespeare Street  - Ottawa , ON",K1L 6B3,$2050
Ottawa,apartment,1,,,"16 Champagne Avenue South  - Ottawa , ON",K1S 4P1,$1825
City not found,apartment,1,,,"253 Pères-Blancs Avenue  - Ottawa , ON",K1L 5C6,$1375
City not found,apartment,2,,,"Joffre-Bélanger Way  - Ottawa , ON",K1L 5C6,$1430
Ottawa,studio,0,,,"185 Lyon Street North  - Ottawa , ON",K1R 7X6,$1669
Ottawa,private-room,3,,,"101 Champagne Avenue South  - Ottawa , ON",K1S 4P1,$1150
Nepean,private-room,1,,,"1435 Prince of Wales Drive  - Nepean , ON",K2G 7B3,$710
Nepean,house,5,,,"53 Overlake Drive  - Nepean , ON",K2E 7X5,$2500
Ottawa,shared-room,1,,,"83 Sweetland Avenue  - Ottawa , ON",K1N 6V9,$700
